san,バン,Van,0
neive,ネイヴェ,Neive,1
angelo,アンジェロ,Angelo,1
biserno,ビセルノ,Biseruno,0
paseo,パセオ,Paseo,1
lanciano,ランシアーノ,Ranshiano,0
perle,メレ,Melle,0
ata,アタ,Ata,1
vittoria,ヴィットリア,Vittoria,1
aquilon,アクイロン,Akuiron,0
drumguish,ドラムグイッシュ,Drum jerk Shrewsbury,0
lequilibrista,レキリブリスタ,Rekiriburisuta,0
saintjean,ジャン,Jean,0
rosso,モンテロッソ,Monte Rosso,0
bott,ボット,Bot,0
chaudron,シュードロン,Shoe Delon,0
gioia,ジョイア,Gioia,1
negra,テラ,Terra,0
dubourdieu,フロリデーヌ,Furoridenu,0
supumante,スプマンテ,Spumante,0
black,ブラックニッカ,Black Nikka,0
goichi,ゴイチ,Goichi,1
ddavola,ダーヴォラ,Davu~ora,0
fafide,ファフィデ,Fafide,1
setera,テラ,Terra,0
larigi,ラリージ,Rariji,0
almasenista,アルマセニスタ,Arumasenisuta,0
eufloria,ユーフロリア,Yufuroria,0
canon,カノン,Canon,1
soremidio,ソレミーディオ,Soremidio,1
runa,ルナ,Luna,0
poggio,ボッジョ,Boggio,0
sabazan,サバザン,Sabazan,1
cipressi,チプレッシ,Chipuresshi,0
pomorie,ポモリエ,Pomorie,1
chibidaru,チビダル,Chibidaru,1
serie,セリエ,Selye,0
selvagrossa,セルヴァグロッサ,Selva Grossa,0
zapata,サパタ,Zapata,1
sigillo,シジッロ,Sigillo,1
jurancon,オン,On,0
gewurztraminer,ゲウェルツトラミネール,Game well bracts Lami Nehru,0
wallhausen,ヴァルハウゼン,Val Hausen,0
bussola,ブッソラ,Bussola,1
margo,マルゴ,Margot,0
malaga,マラガ,Malaga,1
carpe,カルペ,Calpe,0
rufo,ルーフォ,Rufo,1
campogrande,カンポグランデ,Campo grande,0
rare,ヴェリーレア,Very Rare,0
passione,パッショーネ,Passhone,0
podrumi,ポドゥルミ,Podo~urumi,0
spadaio,スパダイオ,Supadaio,0
einaudibarolo,バローロ,Barolo,0
paul,パウル,Paul,1
triton,トン,Ton,0
vinifera,ヴィニフェラ,Vinifera,1
giovanni,ジョバンニ,Giovanni,1
cadarca,カダルカ,Kadaruka,0
maramia,マラミア,Maramia,1
cavenago,カヴェナゴ,Kavu~enago,0
duero,ドゥエロ,Duero,1
allees,レザレ,Rezare,0
kisvin,キスヴィン,Kisuvu~in,0
mundo,ムンド,Mundo,1
checci,チェッキ,Cecchi,0
podernuovo,ポデルヌオーヴォ,Poderunuovu~o,0
davide,ダヴィデ,Davide,1
salome,サロメ,Salome,1
settesoli,セッテソリ,Settesori,0
caabarone,カバローネ,Kabarone,0
tneute,テヌーテ,Tenute,0
chardonnay,キャン,Can,0
thubaki,ツバキ,Camellia,0
inities,ザニティエ,Zanitie,0
trerose,ローゼ,Rose,0
dmorissio,ドゥモリッシオ,Do~umorisshio,0
pinot,ブランコット,Brancott,0
invecchiato,インヴェッキアート,In Vecchio Art,0
cadastro,カダストロ,Kadasutoro,0
salerno,サレルノ,Salerno,1
porto,ポート,Port,0
matthiasson,マサイアソン,Masaiason,0
saetta,サエッタ,Saetta,1
premier,ラリエ,Rallye,0
collio,コッリォ,Korri~o,0
leger,レ,Le,0
hecula,ヘクラ,Hecla,0
auriol,トリオル,Torioru,0
bersan,サン,San,0
montarcino,モンタルチーノ,Montalcino,0
zone,ツェノーネ,Tsu~enone,0
festivo,フェスティボ,Fesutibo,0
le,ペレ,Pele,0
domaine,セナイエ,Senaie,0
caiarossa,カイアロッサ,Kaiarossa,0
cafe,カフェ,Cafe,1
cru,ドルノンクール,Dollar non Cool,0
sapaio,サパイオ,Sapaio,1
fasoli,ファゾーリ,Fazori,0
irishman,アイリッシュマン,Irish Man,0
zu,ツー,Two,0
paran,パラン,Paran,1
icone,イコーネ,Ikone,0
nume,ヌーメ,Nume,1
piani,ピアーニ,Piani,1
pertimali,ペルティマーリ,Perutimari,0
matilde,マティルデ,Mathilde,0
rousse,ルセ,Ruse,0
educato,エデュカート,Edu cart,0
cru,バール,Bar,0
eli,エリ,Eli,1
monterotondo,ロトンド,Rotondo,0
bitouzetprieur,ペリエール,Perrieres,0
tarocco,イルタロッコ,Irutarokko,0
raudonas,ラウドナス,Raudonasu,0
roma,ローマ,Rome,0
agricola,コーラ,Coke,0
dillon,ブリオン,Brion,0
gago,カゴ,Car,0
torricella,トッリチェッラ,Torricherra,0
lacuesta,マルティネスラクエスタ,Martinez easier Esta,0
andre,アンドレ,Andre,1
albion,アルビヨン,Arubiyon,0
amboniacus,アンボニアキュス,Anboniakyusu,0
nero,イエロー,Yellow,0
carolina,カロリナ,Karolina,0
hessen,ヘッセン,Hesse,0
rot,セット,Set,0
kumala,クマーラ,Kumara,0
ornellaia,オルネライア,Oruneraia,0
maggio,マッジオ,Maggio,1
rodrigues,ロドリゲス,Rodriguez,0
vignee,エ,Eh,0
tre,デッレ,Delle,0
valmaggiore,ヴァルマッジオーレ,Val Mudge ole,0
tsinandali,ツィナンダリ,Tsu~inandari,0
pielago,ピエラゴ,Pierago,0
vellodoro,ヴェッロドーロ,Vu~errodoro,0
beneventano,ベネヴェンターノ,Benevu~entano,0
granite,グラニテ,Granite,1
brechin,ブレヒン,Burehin,0
gaiana,ガイアナ,Guyana,0
bersano,ベルサーノ,Berusano,0
eguren,エグレン,Eguren,1
presidio,プレシディオ,Presidio,1
hamon,ハモン,Hammon,0
luli,ルリ,Ruri,0
pignolo,ピニョーロ,Pinyoro,0
durban,ダーバン,Durban,1
juan,フアン,Juan,1
gran,グラン,Gran,1
daglan,ダグラン,Daguran,0
sisto,シスト,Cyst,0
brion,オーブリオン,Haut Brion,0
trocken,ハルプトロッケン,Haruputorokken,0
bongran,ボングラン,Bonguran,0
votano,ヴォータノ,Vu~otano,0
cie,セリエ,Selye,0
tola,ネロダヴォラ,Nerodavu~ora,0
bin,ビン,Bin,1
carabria,カラブリア,Calabria,0
nature,ナトゥレ,Nato~ure,0
musigni,ミュジニ,Myujini,0
tina,ティナ,Tina,1
lhospitalet,ロスピタレ,Rosupitare,0
zuc,ズック,Canvas,0
seuil,マゼイル,Mazeiru,0
rosato,ドライロザート,Dorairozato,0
astra,アストラ,Astra,1
invitare,インヴィターレ,In'vu~itare,0
tamellini,タメッリーニ,Tamerrini,0
bariletta,バリレッタ,Bariretta,0
nonau,ナウ,Now,0
coulee,クレ,Kure,0
pereira,ドリヴェイラ,D'Oliveira,0
lucia,デリカ,Delica,0
neblina,ネブリーナ,Neburina,0
aoc,マコー,Mako,0
montee,モンテ,Monte,0
ciropicariello,チロピカリエッロ,Chiropikarierro,0
adriana,アドリアーナ,Adriana,1
primitivo,プリミティーヴォ,Zinfandel,0
annata,アンナータ,An'nata,0
vilarnau,ヴィラウナウ,Vu~iraunau,0
verrane,ヴェラーネ,Vu~erane,0
noella,エラ,Ella,0
gianna,ジャンナ,Gianna,1
tara,タラ,Tara,1
justinus,ジュスティヌス,Jusutinusu,0
case,カーゼ,Translocase,0
lodoletta,ロドレッタ,Rodoretta,0
ab,ヴィーヴァ,Vu~ivu~a,0
vinoptima,ヴィノプティマ,Vu~inoputima,0
sole,ソレ,Sole,1
asili,アジリ,Aziridinyl,0
lavi,ラビ,Rabi,0
gelveri,ゲルヴェリ,Geruvu~eri,0
piecorto,ピエコルト,Piekoruto,0
montiano,モンティアーノ,Monty Arno,0
rocche,ドルチェ,Dolce,0
salamino,サラミーノ,Saramino,0
antonio,アントニオ,Antonio,1
kaituna,ツナ,Tuna,0
spillare,スピッラレ,Supirrare,0
bodeguera,エングエラ,Enguera,0
agitato,アジタート,Agitato,1
pajon,ジョン,John,0
coppo,コッポ,Coppo,1
ai,アイ,Eye,0
sichilia,シチリア,Sicily,0
lanzaga,ランサガ,Ransaga,0
granbussia,グランブッシア,Guranbusshia,0
cuvee,キューベ,Cuvee,1
wente,ウェンテ,Wente,1
galea,ガレア,Galea,1
mimosa,ミモザ,Mimosa,1
merlo,メルロ,Merlo,1
salvioni,サルヴィオーニ,Saruvu~ioni,0
canta,カンタ,Kanta,0
farneto,ファルネート,Faruneto,0
buriano,ブリアーノ,Buriano,1
taibane,タイバーネ,Taibane,1
fabiano,ファビアーノ,Fabiano,1
tenuta,テヌタータ,Tenutata,0
bugia,プージア,Pujia,0
cuis,サイズ,Size,0
paul,ノワール,Noir,0
cru,ユルシュル,Yurushuru,0
ghemme,ゲンメ,Genme,0
basto,バスト,Bust,0
nature,マネル,Maner,0
supremus,スプレムス,Supuremusu,0
vino,ニーノ,Nino,0
davora,ダーヴォラ,Davu~ora,0
emaria,マリア,Maria,0
castello,カステッロ,Castello,1
grigie,グリジェ,Gurije,0
capitain,キャピタン,Capitan,0
paterna,パテルナ,Paterna,1
valdivieso,ヴァルディビエソ,Vu~arudibieso,0
ceresa,チェレーザ,Chereza,0
bacigalupi,バチガルピ,Bachigarupi,0
pietro,サンピエトロ,San Pietro,0
de,エ,Eh,0
sevre,クレレ,Crelle,0
sangioves,サンジョヴェーゼ,Sangiovese,0
sercial,レイラ,Leila,0
kumala,クマラ,Kumara,0
ateo,アテオ,Ateo,1
millesimee,ミレジメ,Mirejime,0
rainoldi,ライノルディ,Rainorudi,0
grasso,グラッソ,Grasso,1
desiree,デジレ,Desiree,1
osa,オーサ,Author,0
restituta,レスティトゥータ,Resuti Two data,0
abreu,ラベル,Label,0
manso,マンソ,Manso,1
lindeman,リンデマン,Lindemann,0
baldini,バルディーニ,Baldini,1
frisson,フリソン,Furison,0
sori,ソリ,A sled,0
chien,シェン,Sheng,0
marabino,マラビーノ,Marabino,1
gambellara,ガンベッラーラ,Gambellara,1
verdo,ヴェルド,Verdot,0
bardi,バルディ,Baldi,0
akoibon,アコワボン,Akowabon,0
hosten,プレゼント,Present,0
monasterio,モナステリオ,Monasterio,1
peppino,ペッピーノ,Peppino,1
sofia,ソフィア,Sofia,1
meilhan,メイラン,Mahlon,0
dieciaani,ディエチアンニ,Diechian'ni,0
wine,アリウェン,Ariu~en,0
sangre,サングレ,Sangre,1
cenito,チェニート,Chenito,0
baio,バイオ,Bio,0
quelciolina,ケルチョリーナ,Keruchorina,0
preludio,プレルディオ,Purerudio,0
ponti,ポンティ,Ponti,1
livran,リヴラン,Rivuran,0
extremadura,エストレマドゥーラ,Extremadura,1
general,ジェネラル,General,1
dobogo,ドボゴ,Dobogo,1
bronte,ブロンテ,Bronte,1
dolcetto,チェレット,Cheretto,0
tascante,タスカンテ,Tasukante,0
regina,レッジーナ,Reggina,0
canredon,カンルドン,Kanrudon,0
boglietti,ボリエッティ,Borietti,0
riserva,リゼルヴァ,Riserva,1
niente,ファーニエンテ,Far Niente,0
davola,ダヴォーラ,Davu~ora,0
baron,バロン,Barron,0
radda,ラッダ,Radda,1
speciale,スペチアーレ,Supechiare,0
neri,ネーリ,Neri,1
isidra,イシドラ,Isidora,0
cru,シュレール,Shureru,0
nicchio,ニッキオ,Nikkio,0
lavolo,ラヴォーロ,Ravu~oro,0
rosso,ロッソ,Rosso,1
aia,アイア,AIA,1
anglada,アングラーダ,Angler da,0
eligo,エリーゴ,Erigo,0
metairie,メテリー,Metairie,1
brun,ブリュン,Brun,1
vinificato,ヴィニフィカート,Vini Fi cart,0
alaya,アラヤ,Araya,0
gigolo,ジゴロ,Gigolo,1
ribolla,リポッラ,Riporra,0
kokolo,ココロ,Heart,0
mesnillesime,メニレジメ,Menirejime,0
amorelli,アモレッリ,Amorerri,0
reina,レイナ,Reina,1
de,シェデ,Shede,0
terrale,テラーレ,Terare,0
almaviva,アルマヴィバ,Arumavu~iba,0
edelmann,エーデルマン,Adelman,0
azul,アスル,Azul,1
montepulciano,モンテブルチアーノ,Monte blanking Luciano,0
cabernet,ヴェラモンテ,Vu~eramonte,0
romanee,ロマネ,Romanee,1
frammenti,フラメンティ,Furamenti,0
cru,アルチュール,Al tulle,0
saintroman,ロマン,Roman,0
hermann,マン,Man,0
pile,ピーレ,Pire,0
aromo,アロモ,Aromo,1
lima,リマ,Lima,1
gourmand,グルマンド,Gourmande,0
terricci,テッリッチ,Territchi,0
chicco,キッコ,Kikko,0
gioiosa,ジョイヨーザ,Joiyoza,0
henin,フィン,Fin,0
beze,ギフメッセ,Gifumesse,0
primonero,プリモネーロ,Purimonero,0
moldova,モルドバ,Moldova,1
gialla,ジャッラ,Jarra,0
haza,アサ,Asa,0
fanio,ニオ,Niobium,0
rufus,ルーファス,Rufus,1
lisa,モナリザ,Mona Lisa,0
bio,ビオビオ,Bio-Bio,0
carmignano,カルミニャーノ,Carmignano,1
kavalan,ラン,Orchid,0
oyamada,オヤマダ,Oyamada,1
viglione,ヴィリオーネ,Vu~irione,0
siu,シウ,Siu,1
cru,アール,Earl,0
ellen,エレン,Ellen,1
ouro,ロ,Russia,0
maria,リア,Rear,0
malagar,マラガール,Maragaru,0
alakai,アラカイ,Alakai,1
olson,オルソン,Olson,1
kiwi,キウィ,Kiwi,1
cru,ザングル,ANGLES,0
grigio,グリージョ,Grigio,1
pelata,リータ,Rita,0
dandezon,ドメーヌダンデゾン,Domaine Danderyd Dzong,0
viticcio,ヴィティッチオ,Vu~ititchio,0
fattore,ファットーレ,Fattore,1
sugarille,シュガリーレ,Shugarire,0
magnete,マニェーテ,Manyete,0
atamai,マタイ,Matthew,0
suolo,スオーロ,Suoro,0
barossa,バロッサ,Barossa,1
vide,ヴィデ,Hvide,0
imperiale,インペリアーレ,Imperiale,1
valle,ヴァレ,Vallee,0
groffie,グロフィエ,Gurofie,0
kuniko,クニコ,Kuniko,1
picarana,ピサラナ,Pisarana,0
cote,コーテ,Kothe,0
miguelxventisquero,ヴェンティスケーロ,Eindhoven Sevilla cable Russia,0
santurbano,サントゥルバーノ,San Trou bar Roh,0
olivi,オリヴィ,Olivi,1
rotondo,ロトンド,Rotondo,1
nuno,ヌーノ,Nuno,1
regine,レジーネ,Regineh,0
massico,マッシコ,Masshiko,0
caolila,カリラ,Caol Ila,0
oro,バッコドーロ,Bakkodoro,0
barolobricco,ブリッコ,Goody two shoes,0
sperino,スペリーノ,Superino,0
amon,アモン,Ammon,0
chiuso,キウゾ,Kiuzo,0
vie,ヴィエ,Business Wieland,0
ferus,テラフェルス,Teraferusu,0
bellussi,ベルッシ,Berusshi,0
fleur,カレール,Carrer,0
franussauvignonblanc,ソーヴィニヨンブラン,Sauvignon Blanc,0
erdicchio,ヴェルディッキオ,Verdicchio,0
leni,レニ,Leni,1
vico,ヴィーコ,Vico,1
carre,カレ,Carre,1
biagio,ビアジョ,Biagio,1
muratori,ムラトーリ,Muratori,1
palau,ラウ,Lau,0
charmille,シャルミレ,Sharumire,0
anna,サンタンナ,Sant'Anna,0
montecalvi,モンテカルヴィ,Montekaruvu~i,0
hatte,アテ,Ate,0
veuve,キュヴェ,Cuvee,0
poveda,ポヴェダ,Poveda,1
wine,セネ,Sene,0
vinculo,クロ,Black,0
sapin,ワイン,Wine,0
peduncolo,ペドゥンコロ,Pedo~unkoro,0
castellare,カステッラーレ,Kas Castellare,0
chevarier,シュヴァリエ,Chevallier,0
gi,ジ,Di,0
santalda,サンタルダ,Santaruda,0
romain,ワイン,Wine,0
massone,マッソーネ,Massone,1
qualita,イタリア,Italy,0
closerie,クロゼリエ,Kurozerie,0
corre,コッレ,Colle,0
zotovich,ゾトヴィッチ,Zotovu~itchi,0
perticaia,ペルティカイア,Perutikaia,0
special,テイラー,Tailor,0
cosson,コソン,Call loss,0
ventennale,ヴェンテンナーレ,Vu~enten'nare,0
volte,ヴォルテ,Vu~orute,0
spa,スパ,Spa,1
camarato,カマラート,Kamarato,0
bauser,ボーゼル,BEAUZEIL,0
roches,モンラッシェ,Montrachet,0
montefico,モンテフィコ,Montefiko,0
doliveiras,ドリヴェイラ,D'Oliveira,0
flaegreo,フレグレオ,Furegureo,0
cru,モール,The mall,0
sauvignon,ランボーン,Lambourne,0
givanni,ジョヴァンニ,Giovanni,0
siepi,シエピ,Siepi,1
taberna,タベルナ,Taverna,0
gran,ブラン,Blanc,0
baglio,バリオ,Barrio,0
blange,ブランジェ,Buranje,0
graciano,クラシアーノ,Kurashiano,0
resserva,レセルバ,Reserva,0
pousseur,プッスール,Pussuru,0
seguraviudasbrutreservaheredadcava,セグラヴューダスレゼルバエレダード,Segura Vieux Das Reserva Jer hindered,0
granera,グラネーラ,Guranera,0
dunham,ダンハム,Dunham,1
laurel,ローレル,Laurel,1
to,オー,Oh,0
edetana,エデタナ,Edetana,1
monsanto,モンサント,Monsanto Co.,0
chiappini,キアッピーニ,Kiappini,0
della,デラ,Della,1
crosparantoux,パラントゥ,Paranto~u,0
cru,ジスクール,Di school,0
wigan,ウィガン,Wigan,1
castelrotto,カステルロット,Castelrotto,1
cru,アイシュベルク,Ai Gerhard Berg,0
gramine,グラミネ,Guramine,0
maule,マウレヴァレー,Maule Valley,0
remendio,レメディオ,Remedio,0
biancolella,ビアンコレッラ,Biancolella,1
parducci,パラドゥッチ,Parducci,1
lisson,リッソン,Lisson,1
luvaira,ルヴァイラ,Ruvu~aira,0
hestan,ヘスタン,Hesutan,0
santedame,サンテダーメ,Santedame,1
cru,アル,Al,0
sale,イゲルエラ,Igeruera,0
sous,ロス,Loss,0
grappoli,グラッポリ,Gurappori,0
santepietre,サンテピエトレ,Santepietore,0
cru,ハプスブルク,Habsburg,0
familia,ファミリア,Familia,1
valcolli,ヴァルコリ,Vu~arukori,0
forno,フォルノ,Forno,1
macherelles,マシェレル,Mashereru,0
silvestro,シルヴェストロ,Silvestro,1
volteo,ボルテオ,Boruteo,0
poggione,ポッジョーネ,Pojjone,0
nondose,ドゼ,Doze,0
montalcino,ブルネッロディモンタルチーノ,Bull network Lodi Montalcino,0
zenone,ツェノーネ,Tsu~enone,0
cadmo,カドモ,Kadomo,0
simona,シモーナ,Simona,1
cigognola,チゴニョーラ,Chigonyora,0
forli,フォルリ,Forli,1
klaus,クラウス,Klaus,1
bigi,ビジ,Busi-,0
pierre,レ,Le,0
cagiolo,カッジオーロ,Kajjioro,0
toetto,トエット,Toetto,1
kentia,ケンティア,Kentia,1
fiorese,フィオレーゼ,Fioreze,0
busso,ブッソ,Founder of Buddhism,0
zeta,ゼータ,Zeta,1
zotovich,ゾドヴィッチ,Zodovu~itchi,0
cru,ザムルー,Zamuru,0
rairon,ライロン,Rairon,1
battistelle,バッティステッレ,Back Sevilla Terre,0
craigellachie,クライゲラキ,Kuraigeraki,0
guadalupe,グアダルーペ,Guadalupe,1
valgella,ヴァルジェッラ,Vu~arujerra,0
anee,ダネ,Dane,0
irpinia,イルピニア,Irupinia,0
weingalerie,ヴァインガレリ,Vu~aingareri,0
macchiole,マッキオーレ,Makkiore,0
potron,ロン,Ron,0
craigellachie,クライゲラヒー,Craigellachie,1
silla,シィッラ,Shi~irra,0
gren,グレン,Glen,0
senetiner,セネティネール,Senetiner,1
amiotservelle,レ,Le,0
fobiano,ファビアーノ,Fabiano,0
acon,アコン,Acon,1
muffato,ムッファート,Muffato,1
chariot,チャリオット,Chariot,1
vin,ナイン,Nain,0
arutazuri,アルタスリ,Arutasuri,0
glenallachie,グレンアラヒー,Guren'arahi,0
convento,コンヴェント,Convento,1
cru,マルク,Marc,0
avra,アヴラ,Avra,1
autan,タン,Tan,0
miron,ミロン,Milon,0
zu,エアステスゲヴェスクス,Easute sedge Vess box,0
albamarina,アルバマリーナ,Alba Marina,0
monsignore,モンシグノーレ,Monshigunore,0
contratto,ラット,Rat,0
eubea,エウベア,Eubea,1
biston,ビストン,Bisuton,0
speriore,スペリオーレ,Superiore,0
babich,バビッチ,Babitchi,0
masson,マッソン,Masson,1
majoli,コルテマイオーリ,Corte My Fiori,0
cafayate,カファヤテ,Cafayate,1
vinaiota,ヴィナイオータ,Vu~inaiota,0
beuson,ベンソン,Benson,0
cenerentola,チェネレントーラ,Chenerentora,0
timpamara,ティンパマーラ,Tinpamara,0
aurum,アウラム,Auramu,0
mccrea,マックレア,Makkurea,0
gemoli,ジェモリ,Jemori,0
verrmentino,ヴェルメンティーノ,Vermentino,0
santya,サンタ,Santa,0
milan,ミラン,Milan,1
margone,イルマルゴーネ,Irumarugone,0
ferreri,フェレリ,Fereri,0
eschenauer,エシェノエル,Eshenoeru,0
marie,マリエ,Marie,1
brigante,ブリガンテ,Burigante,0
pignan,ピニャン,Pinhao,0
hautbrion,ブリオン,Brion,0
sogevinus,ソジェビヌス,Sojebinusu,0
tamnavulin,タムナブーリン,Tamunaburin,0
granera,グラネッラ,Guranerra,0
tiara,ティアラ,Tiara,1
poggiale,ポッジアーレ,Pojjiare,0
muller,デッレ,Delle,0
olmo,デロモ,Deromo,0
valdebellon,ヴァルデベロン,Vu~arudeberon,0
nosiola,ノジオーラ,Nojiora,0
vincigliata,ヴィンチリアータ,Vinci Rear data,0
zanassi,ザナッシ,Zanasshi,0
maccario,マッカリオ,Makkario,0
sagrada,サグラダ,Sagrada,1
fosarin,フォサリン,Fosarin,1
grecofiano,フィアーノ,Fiano,0
speciale,スペシアーレ,Supeshiare,0
albala,アルバーラ,Arubara,0
vettina,ヴェッティーナ,Vu~ettina,0
matalin,バニラ,Vanilla,0
badia,バディア,Badia,1
galleto,ガレット,Galette,0
concha,コンチャ,Concha,1
shinanoya,モンニャ,Mon'nya,0
italian,イタリアン,Italian,1
tinto,パーカポイント,Parka point,0
isonzo,ロッソ,Rosso,0
roderer,ロデレール,Rodereru,0
fattoi,ファットーイ,Fattoi,1
coeur,サクレ,Sacre,0
qupe,キュペ,Kyupe,0
theo,テオ,Theo,1
margaritelli,マルガリテッリ,Marugariterri,0
marsannay,マニャン,Magnin,0
grosso,グロッソ,Grosso,1
cot,コット,Cot,1
nautilus,ノーティラス,Nautilus,1
achelo,アケーロ,Akero,0
vire,ヴィレ,Ville,0
